# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=7240.000000 (1/cm) = 0.897645589127 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.98163e+02
  0    2 2.67641e+01
  0    4 1.24310e+01
  0    6 6.78345e+00
  0    8 3.34355e+00
  0   10 1.96170e+00
  0   12 1.79464e+00
  0   14 1.45955e+00
  0   16 1.14971e+00
  0   18 1.22805e+00
  0   20 1.17021e+00
  0   22 9.24459e-01
  0   24 9.29011e-01
  0   26 9.73330e-01
  0   28 8.69341e-01
  0   30 8.05642e-01
  0   32 8.16646e-01
  0   34 7.90614e-01
  0   36 7.16518e-01
  0   38 7.06719e-01
  0   40 6.83862e-01
  0   42 6.56736e-01
  0   44 6.26621e-01
  0   46 6.21466e-01
  0   48 6.02883e-01
  0   50 6.45142e-01
  0   52 6.12147e-01
  0   54 5.62756e-01
  0   56 6.07255e-01
  0   58 5.69133e-01
  0   60 6.18501e-01
  0   62 4.60501e-01
  0   64 7.01320e-01
  0   66 4.08170e-01
  0   68 5.85819e-01
  0   70 3.50582e-01
  0   72 5.79656e-01
  0   74 3.51986e-01
  0   76 5.02082e-01
  0   78 3.64345e-01
  0   80 5.60318e-01
  0   82 4.18882e-01
  0   84 4.65675e-01
  0   86 4.97684e-01
  0   88 1.76808e-01
  0   90 2.68381e-01
  1    1 2.08977e+02
  1    3 2.16085e+01
  1    5 1.00487e+01
  1    7 5.21695e+00
  1    9 2.69378e+00
  1   11 1.88880e+00
  1   13 1.64435e+00
  1   15 1.31611e+00
  1   17 1.18357e+00
  1   19 1.18375e+00
  1   21 1.04668e+00
  1   23 9.35271e-01
  1   25 9.52954e-01
  1   27 9.19491e-01
  1   29 8.39742e-01
  1   31 8.24643e-01
  1   33 8.07729e-01
  1   35 7.50948e-01
  1   37 7.10776e-01
  1   39 6.85685e-01
  1   41 6.75929e-01
  1   43 6.33347e-01
  1   45 6.26882e-01
  1   47 6.12872e-01
  1   49 6.49335e-01
  1   51 5.99112e-01
  1   53 5.79321e-01
  1   55 5.98779e-01
  1   57 6.07180e-01
  1   59 6.11565e-01
  1   61 4.90468e-01
  1   63 7.03555e-01
  1   65 4.45186e-01
  1   67 5.98551e-01
  1   69 3.76233e-01
  1   71 6.05211e-01
  1   73 3.64623e-01
  1   75 5.35071e-01
  1   77 3.70426e-01
  1   79 5.49552e-01
  1   81 4.17540e-01
  1   83 4.86521e-01
  1   85 5.26306e-01
  1   87 1.88658e-01
  1   89 2.65497e-01
  2    0 5.35454e+00
  2    2 2.09414e+02
  2    4 1.91215e+01
  2    6 8.47478e+00
  2    8 4.42081e+00
  2   10 2.50467e+00
  2   12 1.76117e+00
  2   14 1.49442e+00
  2   16 1.31037e+00
  2   18 1.17758e+00
  2   20 1.10363e+00
  2   22 1.02708e+00
  2   24 9.47957e-01
  2   26 9.17892e-01
  2   28 8.90617e-01
  2   30 8.42028e-01
  2   32 8.04942e-01
  2   34 7.74547e-01
  2   36 7.39985e-01
  2   38 7.05612e-01
  2   40 6.81436e-01
  2   42 6.62205e-01
  2   44 6.29232e-01
  2   46 6.22694e-01
  2   48 6.07404e-01
  2   50 6.22322e-01
  2   52 6.05363e-01
  2   54 5.82040e-01
  2   56 6.01182e-01
  2   58 5.71285e-01
  2   60 6.03829e-01
  2   62 4.77726e-01
  2   64 6.57513e-01
  2   66 4.36467e-01
  2   68 5.87799e-01
  2   70 3.69528e-01
  2   72 5.83463e-01
  2   74 3.58755e-01
  2   76 5.13648e-01
  2   78 3.64762e-01
  2   80 5.47657e-01
  2   82 4.13733e-01
  2   84 4.52271e-01
  2   86 5.08422e-01
  2   88 1.76066e-01
  2   90 2.67327e-01
  3    1 9.26577e+00
  3    3 2.09296e+02
  3    5 1.75310e+01
  3    7 7.58142e+00
  3    9 4.07387e+00
  3   11 2.33287e+00
  3   13 1.64157e+00
  3   15 1.47624e+00
  3   17 1.27912e+00
  3   19 1.09677e+00
  3   21 1.07425e+00
  3   23 1.03397e+00
  3   25 9.25736e-01
  3   27 8.86184e-01
  3   29 8.85324e-01
  3   31 8.37669e-01
  3   33 7.93377e-01
  3   35 7.61210e-01
  3   37 7.27291e-01
  3   39 6.94536e-01
  3   41 6.74550e-01
  3   43 6.44556e-01
  3   45 6.35360e-01
  3   47 6.16632e-01
  3   49 6.29819e-01
  3   51 5.98733e-01
  3   53 6.02007e-01
  3   55 5.98727e-01
  3   57 6.01004e-01
  3   59 5.91709e-01
  3   61 5.19738e-01
  3   63 6.41082e-01
  3   65 4.70017e-01
  3   67 5.91524e-01
  3   69 4.28305e-01
  3   71 6.00596e-01
  3   73 3.70435e-01
  3   75 5.40168e-01
  3   77 3.82312e-01
  3   79 5.47204e-01
  3   81 4.14926e-01
  3   83 4.55146e-01
  3   85 5.29534e-01
  3   87 1.96160e-01
  3   89 2.67840e-01
  4    0 1.38271e+00
  4    2 1.06311e+01
  4    4 2.08920e+02
  4    6 1.65625e+01
  4    8 7.14495e+00
  4   10 3.82429e+00
  4   12 2.18513e+00
  4   14 1.61126e+00
  4   16 1.43771e+00
  4   18 1.21946e+00
  4   20 1.08711e+00
  4   22 1.07330e+00
  4   24 9.98158e-01
  4   26 9.05438e-01
  4   28 8.90362e-01
  4   30 8.72130e-01
  4   32 8.08554e-01
  4   34 7.68645e-01
  4   36 7.49224e-01
  4   38 7.21589e-01
  4   40 6.85230e-01
  4   42 6.60526e-01
  4   44 6.36912e-01
  4   46 6.29807e-01
  4   48 6.09211e-01
  4   50 6.13965e-01
  4   52 5.99215e-01
  4   54 5.93978e-01
  4   56 5.90432e-01
  4   58 5.91361e-01
  4   60 5.71669e-01
  4   62 5.10604e-01
  4   64 5.89878e-01
  4   66 4.76154e-01
  4   68 5.74717e-01
  4   70 4.20216e-01
  4   72 5.75716e-01
  4   74 3.73522e-01
  4   76 5.35061e-01
  4   78 3.73394e-01
  4   80 5.34626e-01
  4   82 4.03332e-01
  4   84 4.24625e-01
  4   86 5.16142e-01
  4   88 1.81439e-01
  4   90 2.62581e-01
  5    1 2.74469e+00
