# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=8240.000000 (1/cm) = 1.02162978652 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.99154e+02
  0    2 2.66361e+01
  0    4 1.20122e+01
  0    6 6.03346e+00
  0    8 3.04357e+00
  0   10 1.79568e+00
  0   12 1.66758e+00
  0   14 1.45524e+00
  0   16 1.08966e+00
  0   18 1.12798e+00
  0   20 1.13796e+00
  0   22 9.25198e-01
  0   24 8.69824e-01
  0   26 9.40860e-01
  0   28 8.58167e-01
  0   30 7.72114e-01
  0   32 7.75674e-01
  0   34 7.41321e-01
  0   36 7.12032e-01
  0   38 6.57156e-01
  0   40 6.42326e-01
  0   42 6.13693e-01
  0   44 6.34108e-01
  0   46 5.90588e-01
  0   48 5.92153e-01
  0   50 5.76241e-01
  0   52 6.48283e-01
  0   54 5.38116e-01
  0   56 6.84895e-01
  0   58 5.07546e-01
  0   60 7.57063e-01
  0   62 4.40138e-01
  0   64 7.98318e-01
  0   66 3.96237e-01
  0   68 7.04827e-01
  0   70 3.60330e-01
  0   72 5.89563e-01
  0   74 3.28313e-01
  0   76 5.65930e-01
  0   78 3.92510e-01
  0   80 5.66743e-01
  0   82 4.20498e-01
  0   84 4.65344e-01
  0   86 5.45315e-01
  0   88 2.05915e-01
  0   90 3.09746e-01
  1    1 2.09821e+02
  1    3 2.13266e+01
  1    5 9.47236e+00
  1    7 4.67245e+00
  1    9 2.46096e+00
  1   11 1.74828e+00
  1   13 1.58386e+00
  1   15 1.29281e+00
  1   17 1.10503e+00
  1   19 1.12456e+00
  1   21 1.03320e+00
  1   23 9.07690e-01
  1   25 9.12447e-01
  1   27 8.97549e-01
  1   29 8.17382e-01
  1   31 7.76165e-01
  1   33 7.65551e-01
  1   35 7.23785e-01
  1   37 6.71120e-01
  1   39 6.38646e-01
  1   41 6.25046e-01
  1   43 6.24402e-01
  1   45 6.01919e-01
  1   47 5.98543e-01
  1   49 5.80353e-01
  1   51 6.40117e-01
  1   53 5.67732e-01
  1   55 6.57894e-01
  1   57 5.33503e-01
  1   59 7.54688e-01
  1   61 4.90221e-01
  1   63 7.75689e-01
  1   65 4.20831e-01
  1   67 7.34325e-01
  1   69 4.07177e-01
  1   71 6.06773e-01
  1   73 3.39148e-01
  1   75 5.89099e-01
  1   77 3.95427e-01
  1   79 5.56055e-01
  1   81 4.30074e-01
  1   83 4.88081e-01
  1   85 5.71784e-01
  1   87 2.16701e-01
  1   89 3.17962e-01
  2    0 5.32874e+00
  2    2 2.10230e+02
  2    4 1.87078e+01
  2    6 7.98978e+00
  2    8 3.96734e+00
  2   10 2.29859e+00
  2   12 1.66138e+00
  2   14 1.42067e+00
  2   16 1.25806e+00
  2   18 1.11989e+00
  2   20 1.05563e+00
  2   22 9.89723e-01
  2   24 9.21281e-01
  2   26 8.84781e-01
  2   28 8.61807e-01
  2   30 8.11130e-01
  2   32 7.60073e-01
  2   34 7.44447e-01
  2   36 7.04510e-01
  2   38 6.71529e-01
  2   40 6.39057e-01
  2   42 6.25486e-01
  2   44 6.20107e-01
  2   46 5.94053e-01
  2   48 6.03863e-01
  2   50 5.68689e-01
  2   52 6.26576e-01
  2   54 5.72883e-01
  2   56 6.62783e-01
  2   58 5.25271e-01
  2   60 7.18201e-01
  2   62 4.75214e-01
  2   64 7.62423e-01
  2   66 4.15945e-01
  2   68 6.66488e-01
  2   70 4.06558e-01
  2   72 5.98960e-01
  2   74 3.35601e-01
  2   76 5.73499e-01
  2   78 4.06246e-01
  2   80 5.40777e-01
  2   82 4.20127e-01
  2   84 4.68112e-01
  2   86 5.52755e-01
  2   88 2.14867e-01
  2   90 2.99676e-01
  3    1 9.14430e+00
  3    3 2.09946e+02
  3    5 1.71594e+01
  3    7 7.16431e+00
  3    9 3.66882e+00
  3   11 2.17332e+00
  3   13 1.54816e+00
  3   15 1.39148e+00
  3   17 1.24511e+00
  3   19 1.04832e+00
  3   21 1.01442e+00
  3   23 1.00271e+00
  3   25 9.07122e-01
  3   27 8.55788e-01
  3   29 8.45135e-01
  3   31 8.05976e-01
  3   33 7.53255e-01
  3   35 7.19992e-01
  3   37 6.86963e-01
  3   39 6.54771e-01
  3   41 6.36870e-01
  3   43 6.25052e-01
  3   45 6.08612e-01
  3   47 6.08134e-01
  3   49 5.82681e-01
  3   51 6.21698e-01
  3   53 5.99287e-01
  3   55 6.36882e-01
  3   57 5.59299e-01
  3   59 6.94778e-01
  3   61 5.30867e-01
  3   63 7.27851e-01
  3   65 4.62309e-01
  3   67 6.78129e-01
  3   69 4.57382e-01
  3   71 6.18128e-01
  3   73 3.47674e-01
  3   75 5.79344e-01
  3   77 4.20910e-01
  3   79 5.45684e-01
  3   81 4.36042e-01
  3   83 4.83031e-01
  3   85 5.68012e-01
  3   87 2.26543e-01
  3   89 3.13774e-01
  4    0 1.33596e+00
  4    2 1.04001e+01
  4    4 2.09585e+02
  4    6 1.62252e+01
  4    8 6.75109e+00
  4   10 3.47455e+00
  4   12 2.03014e+00
  4   14 1.50127e+00
  4   16 1.36699e+00
  4   18 1.19000e+00
  4   20 1.03272e+00
  4   22 1.01763e+00
  4   24 9.70830e-01
  4   26 8.82355e-01
  4   28 8.50149e-01
  4   30 8.28568e-01
  4   32 7.81305e-01
  4   34 7.31092e-01
  4   36 7.14420e-01
  4   38 6.79177e-01
  4   40 6.52572e-01
  4   42 6.28444e-01
  4   44 6.13801e-01
  4   46 6.09321e-01
  4   48 6.04282e-01
  4   50 5.75052e-01
  4   52 6.09880e-01
