# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=16240.000000 (1/cm) = 2.01350336567 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.74694e+02
  0    2 2.48567e+01
  0    4 8.48372e+00
  0    6 3.09044e+00
  0    8 2.09186e+00
  0   10 1.60428e+00
  0   12 1.08892e+00
  0   14 1.26242e+00
  0   16 1.16421e+00
  0   18 1.04654e+00
  0   20 9.32689e-01
  0   22 1.05649e+00
  0   24 8.68570e-01
  0   26 7.26252e-01
  0   28 7.06342e-01
  0   30 6.83823e-01
  0   32 6.32680e-01
  0   34 5.99111e-01
  0   36 5.48265e-01
  0   38 5.60469e-01
  0   40 6.00797e-01
  0   42 5.89607e-01
  0   44 6.19993e-01
  0   46 5.65808e-01
  0   48 4.89504e-01
  0   50 5.96680e-01
  0   52 7.08761e-01
  0   54 5.49053e-01
  0   56 6.86425e-01
  0   58 6.57784e-01
  0   60 7.40377e-01
  0   62 5.53991e-01
  0   64 7.46659e-01
  0   66 4.37506e-01
  0   68 5.03193e-01
  0   70 4.72238e-01
  0   72 3.64486e-01
  0   74 6.37315e-01
  0   76 2.81887e-01
  0   78 5.93864e-01
  0   80 3.28556e-01
  0   82 6.81045e-01
  0   84 3.53120e-01
  0   86 5.55011e-01
  0   88 3.09664e-01
  0   90 4.47025e-01
  1    1 1.84717e+02
  1    3 1.86329e+01
  1    5 6.14480e+00
  1    7 2.66070e+00
  1    9 1.89594e+00
  1   11 1.39109e+00
  1   13 1.17619e+00
  1   15 1.22342e+00
  1   17 1.05559e+00
  1   19 9.96409e-01
  1   21 9.62840e-01
  1   23 9.15656e-01
  1   25 8.19933e-01
  1   27 7.34374e-01
  1   29 7.06828e-01
  1   31 6.64408e-01
  1   33 6.19962e-01
  1   35 6.09590e-01
  1   37 5.86165e-01
  1   39 5.78743e-01
  1   41 6.20914e-01
  1   43 5.98202e-01
  1   45 5.93262e-01
  1   47 5.73113e-01
  1   49 5.64115e-01
  1   51 6.56976e-01
  1   53 5.79399e-01
  1   55 6.32575e-01
  1   57 6.03045e-01
  1   59 7.51447e-01
  1   61 5.89471e-01
  1   63 6.88942e-01
  1   65 5.65282e-01
  1   67 4.88865e-01
  1   69 5.28591e-01
  1   71 3.95079e-01
  1   73 6.05426e-01
  1   75 3.25296e-01
  1   77 6.50221e-01
  1   79 3.19058e-01
  1   81 6.23796e-01
  1   83 4.00595e-01
  1   85 5.95364e-01
  1   87 2.66599e-01
  1   89 5.44782e-01
  2    0 4.97205e+00
  2    2 1.84174e+02
  2    4 1.59146e+01
  2    6 5.34563e+00
  2    8 2.43951e+00
  2   10 1.66990e+00
  2   12 1.39029e+00
  2   14 1.17919e+00
  2   16 1.12522e+00
  2   18 1.07950e+00
  2   20 9.81885e-01
  2   22 9.77361e-01
  2   24 8.71027e-01
  2   26 7.66127e-01
  2   28 7.13875e-01
  2   30 6.76095e-01
  2   32 6.13068e-01
  2   34 5.74891e-01
  2   36 6.29843e-01
  2   38 5.74415e-01
  2   40 6.15429e-01
  2   42 5.96202e-01
  2   44 6.13707e-01
  2   46 5.82671e-01
  2   48 5.90996e-01
  2   50 5.97736e-01
  2   52 6.37982e-01
  2   54 5.70036e-01
  2   56 6.26835e-01
  2   58 6.44415e-01
  2   60 6.63840e-01
  2   62 6.18239e-01
  2   64 6.91200e-01
  2   66 4.73926e-01
  2   68 4.98263e-01
  2   70 4.86127e-01
  2   72 3.90759e-01
  2   74 5.73516e-01
  2   76 3.17574e-01
  2   78 5.93558e-01
  2   80 2.99874e-01
  2   82 6.53891e-01
  2   84 4.00880e-01
  2   86 5.80403e-01
  2   88 2.93464e-01
  2   90 4.59491e-01
  3    1 7.98743e+00
  3    3 1.83538e+02
  3    5 1.47372e+01
  3    7 4.93663e+00
  3    9 2.22506e+00
  3   11 1.69261e+00
  3   13 1.36374e+00
  3   15 1.10184e+00
  3   17 1.10949e+00
  3   19 1.09306e+00
  3   21 9.10074e-01
  3   23 9.02595e-01
  3   25 8.52094e-01
  3   27 7.54429e-01
  3   29 6.87893e-01
  3   31 6.61714e-01
  3   33 6.08998e-01
  3   35 5.92371e-01
  3   37 6.66834e-01
  3   39 5.78715e-01
  3   41 5.77968e-01
  3   43 6.00410e-01
  3   45 6.16052e-01
  3   47 5.77479e-01
  3   49 5.83126e-01
  3   51 6.25116e-01
  3   53 5.84365e-01
  3   55 6.12266e-01
  3   57 6.53015e-01
  3   59 6.80097e-01
  3   61 6.56229e-01
  3   63 6.06009e-01
  3   65 6.15721e-01
  3   67 5.51705e-01
  3   69 5.66868e-01
  3   71 3.89286e-01
  3   73 5.90661e-01
  3   75 3.43859e-01
  3   77 5.87819e-01
  3   79 3.49346e-01
  3   81 6.16429e-01
  3   83 4.23199e-01
  3   85 6.05705e-01
  3   87 2.96673e-01
  3   89 4.91629e-01
  4    0 9.43089e-01
  4    2 8.84444e+00
  4    4 1.83360e+02
  4    6 1.40640e+01
  4    8 4.59827e+00
  4   10 2.12829e+00
  4   12 1.62922e+00
  4   14 1.30759e+00
  4   16 1.12712e+00
  4   18 1.11686e+00
  4   20 1.01478e+00
  4   22 9.08945e-01
  4   24 8.80499e-01
  4   26 8.23306e-01
  4   28 7.12483e-01
  4   30 6.69177e-01
  4   32 6.26752e-01
  4   34 5.83767e-01
  4   36 6.48747e-01
  4   38 6.21579e-01
  4   40 5.98892e-01
  4   42 5.95539e-01
  4   44 5.96171e-01
  4   46 6.11026e-01
  4   48 6.00104e-01
  4   50 6.12031e-01
  4   52 6.08718e-01
  4   54 5.98431e-01
  4   56 6.30002e-01
  4   58 6.38956e-01
  4   60 6.16656e-01
  4   62 6.25659e-01
  4   64 6.26929e-01
  4   66 5.98523e-01
  4   68 4.65451e-01
  4   70 5.18420e-01
  4   72 4.26765e-01
  4   74 5.54151e-01
  4   76 3.68919e-01
  4   78 5.67513e-01
  4   80 3.23910e-01
  4   82 5.84920e-01
  4   84 4.10388e-01
  4   86 6.17843e-01
  4   88 2.72679e-01
  4   90 4.86574e-01
  5    1 1.67698e+00
  5    3 9.38229e+00
  5    5 1.83272e+02
  5    7 1.36034e+01
  5    9 4.47567e+00
  5   11 2.09681e+00
  5   13 1.56745e+00
  5   15 1.31621e+00
  5   17 1.13970e+00
  5   19 1.06737e+00
  5   21 9.76755e-01
  5   23 8.62926e-01
  5   25 8.60610e-01
  5   27 7.89157e-01
  5   29 7.23269e-01
  5   31 6.57904e-01
  5   33 6.59956e-01
  5   35 5.97942e-01
  5   37 6.49165e-01
  5   39 5.98665e-01
