# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=23240.000000 (1/cm) = 2.88139274742 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.50894e+02
  0    2 2.19457e+01
  0    4 6.87007e+00
  0    6 2.33700e+00
  0    8 1.75808e+00
  0   10 1.81319e+00
  0   12 1.24145e+00
  0   14 1.20592e+00
  0   16 1.22057e+00
  0   18 9.54888e-01
  0   20 9.52195e-01
  0   22 8.97979e-01
  0   24 6.78933e-01
  0   26 6.56781e-01
  0   28 8.07089e-01
  0   30 6.26148e-01
  0   32 5.73842e-01
  0   34 5.94477e-01
  0   36 6.64200e-01
  0   38 7.37390e-01
  0   40 5.33507e-01
  0   42 6.22498e-01
  0   44 5.59702e-01
  0   46 5.40354e-01
  0   48 5.73439e-01
  0   50 6.36453e-01
  0   52 7.27458e-01
  0   54 6.58299e-01
  0   56 7.02211e-01
  0   58 6.48760e-01
  0   60 5.28722e-01
  0   62 5.40650e-01
  0   64 4.40741e-01
  0   66 3.58067e-01
  0   68 4.08193e-01
  0   70 3.80585e-01
  0   72 4.08043e-01
  0   74 4.99902e-01
  0   76 5.42081e-01
  0   78 4.02180e-01
  0   80 4.84394e-01
  0   82 4.44765e-01
  0   84 2.92842e-01
  0   86 5.23087e-01
  0   88 3.63973e-01
  0   90 4.95650e-01
  1    1 1.59637e+02
  1    3 1.61896e+01
  1    5 4.94588e+00
  1    7 2.12971e+00
  1    9 1.88375e+00
  1   11 1.49230e+00
  1   13 1.20166e+00
  1   15 1.20524e+00
  1   17 1.08805e+00
  1   19 8.76548e-01
  1   21 8.75504e-01
  1   23 7.76164e-01
  1   25 6.48626e-01
  1   27 8.07798e-01
  1   29 7.07827e-01
  1   31 6.55724e-01
  1   33 6.43097e-01
  1   35 6.45402e-01
  1   37 6.31600e-01
  1   39 6.01575e-01
  1   41 5.64182e-01
  1   43 5.81075e-01
  1   45 5.40333e-01
  1   47 6.50059e-01
  1   49 6.21152e-01
  1   51 6.07223e-01
  1   53 7.21962e-01
  1   55 6.76841e-01
  1   57 7.34428e-01
  1   59 5.54281e-01
  1   61 5.41217e-01
  1   63 5.04472e-01
  1   65 3.84727e-01
  1   67 4.79934e-01
  1   69 4.24771e-01
  1   71 4.73789e-01
  1   73 3.73453e-01
  1   75 5.87772e-01
  1   77 4.37931e-01
  1   79 4.84152e-01
  1   81 4.36073e-01
  1   83 3.13888e-01
  1   85 5.05741e-01
  1   87 3.32429e-01
  1   89 5.62810e-01
  2    0 4.38959e+00
  2    2 1.59034e+02
  2    4 1.38414e+01
  2    6 4.31918e+00
  2    8 2.08791e+00
  2   10 1.64495e+00
  2   12 1.41809e+00
  2   14 1.21862e+00
  2   16 1.16480e+00
  2   18 1.04244e+00
  2   20 9.39563e-01
  2   22 8.31845e-01
  2   24 7.16888e-01
  2   26 6.98155e-01
  2   28 6.83184e-01
  2   30 6.79106e-01
  2   32 6.70034e-01
  2   34 6.64813e-01
  2   36 6.38211e-01
  2   38 5.91443e-01
  2   40 5.80149e-01
  2   42 6.13823e-01
  2   44 5.28717e-01
  2   46 5.82952e-01
  2   48 5.74716e-01
  2   50 6.08017e-01
  2   52 6.29899e-01
  2   54 7.26069e-01
  2   56 6.92790e-01
  2   58 6.48283e-01
  2   60 5.13388e-01
  2   62 5.10294e-01
  2   64 4.85036e-01
  2   66 4.09459e-01
  2   68 4.02641e-01
  2   70 3.99642e-01
  2   72 4.48308e-01
  2   74 4.70406e-01
  2   76 5.10056e-01
  2   78 4.65266e-01
  2   80 4.84469e-01
  2   82 4.05604e-01
  2   84 3.41482e-01
  2   86 4.90870e-01
  2   88 3.18666e-01
  2   90 5.77707e-01
  3    1 6.93958e+00
  3    3 1.58431e+02
  3    5 1.28590e+01
  3    7 4.15200e+00
  3    9 1.94780e+00
  3   11 1.60190e+00
  3   13 1.43752e+00
  3   15 1.10844e+00
  3   17 1.13850e+00
  3   19 9.92010e-01
  3   21 8.75248e-01
  3   23 7.99787e-01
  3   25 7.21298e-01
  3   27 7.39128e-01
  3   29 6.73190e-01
  3   31 7.26423e-01
  3   33 7.18799e-01
  3   35 6.60047e-01
  3   37 5.58190e-01
  3   39 5.74912e-01
  3   41 5.54660e-01
  3   43 5.84877e-01
  3   45 5.58177e-01
  3   47 6.31568e-01
  3   49 6.06009e-01
  3   51 6.09352e-01
  3   53 6.56206e-01
  3   55 7.32374e-01
  3   57 6.75703e-01
  3   59 5.52537e-01
  3   61 5.42478e-01
  3   63 4.84466e-01
  3   65 4.17896e-01
  3   67 4.88443e-01
  3   69 4.31367e-01
  3   71 4.36896e-01
  3   73 4.55905e-01
  3   75 5.25158e-01
  3   77 4.56457e-01
  3   79 4.98365e-01
  3   81 3.96578e-01
  3   83 3.48071e-01
  3   85 5.49562e-01
  3   87 3.14924e-01
  3   89 5.54627e-01
  4    0 7.63598e-01
  4    2 7.69146e+00
  4    4 1.58418e+02
  4    6 1.23714e+01
  4    8 3.78902e+00
  4   10 1.88655e+00
  4   12 1.53548e+00
  4   14 1.35799e+00
  4   16 1.14896e+00
  4   18 1.06244e+00
  4   20 9.80688e-01
  4   22 8.33069e-01
  4   24 7.91712e-01
  4   26 7.15143e-01
  4   28 6.92099e-01
  4   30 6.56981e-01
  4   32 6.86861e-01
  4   34 6.93701e-01
  4   36 6.29805e-01
  4   38 6.01447e-01
  4   40 5.90161e-01
  4   42 6.65877e-01
  4   44 5.62299e-01
  4   46 5.56076e-01
  4   48 6.04880e-01
  4   50 6.31544e-01
  4   52 6.34744e-01
  4   54 6.92918e-01
  4   56 6.78590e-01
  4   58 6.20403e-01
  4   60 5.50728e-01
  4   62 5.01726e-01
  4   64 4.75416e-01
  4   66 4.24815e-01
  4   68 4.30726e-01
  4   70 4.00861e-01
  4   72 4.59008e-01
  4   74 4.05564e-01
  4   76 4.81083e-01
  4   78 4.80945e-01
  4   80 4.80576e-01
  4   82 4.05615e-01
  4   84 3.43667e-01
  4   86 5.11457e-01
  4   88 2.86892e-01
  4   90 5.79983e-01
  5    1 1.34951e+00
  5    3 8.18549e+00
  5    5 1.58430e+02
  5    7 1.19465e+01
  5    9 3.71962e+00
  5   11 1.86582e+00
  5   13 1.52073e+00
  5   15 1.31463e+00
  5   17 1.10333e+00
  5   19 1.01534e+00
  5   21 9.17104e-01
  5   23 8.02437e-01
  5   25 7.74235e-01
  5   27 7.54347e-01
  5   29 6.94191e-01
  5   31 7.09065e-01
