# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=31240.000000 (1/cm) = 3.87326632657 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.44905e+02
  0    2 1.90214e+01
  0    4 5.63175e+00
  0    6 2.21576e+00
  0    8 1.59927e+00
  0   10 1.90736e+00
  0   12 1.27880e+00
  0   14 1.03150e+00
  0   16 1.15540e+00
  0   18 9.34882e-01
  0   20 7.59027e-01
  0   22 8.04131e-01
  0   24 7.12242e-01
  0   26 7.28940e-01
  0   28 6.52514e-01
  0   30 6.13885e-01
  0   32 7.26262e-01
  0   34 6.24210e-01
  0   36 7.87049e-01
  0   38 5.47468e-01
  0   40 5.62820e-01
  0   42 5.11005e-01
  0   44 6.24473e-01
  0   46 5.81205e-01
  0   48 6.71613e-01
  0   50 7.22081e-01
  0   52 6.88073e-01
  0   54 7.11924e-01
  0   56 6.04981e-01
  0   58 4.89933e-01
  0   60 5.02099e-01
  0   62 4.36992e-01
  0   64 3.86288e-01
  0   66 4.93074e-01
  0   68 5.64298e-01
  0   70 3.63802e-01
  0   72 3.57834e-01
  0   74 5.09821e-01
  0   76 3.85074e-01
  0   78 5.25355e-01
  0   80 4.18826e-01
  0   82 3.31628e-01
  0   84 4.21263e-01
  0   86 3.37220e-01
  0   88 3.68897e-01
  0   90 3.14615e-01
  1    1 1.52509e+02
  1    3 1.38851e+01
  1    5 4.17148e+00
  1    7 1.89186e+00
  1    9 1.77327e+00
  1   11 1.63041e+00
  1   13 1.18161e+00
  1   15 1.12554e+00
  1   17 1.07186e+00
  1   19 8.90393e-01
  1   21 8.03635e-01
  1   23 7.71022e-01
  1   25 7.59136e-01
  1   27 7.92363e-01
  1   29 6.70961e-01
  1   31 6.67603e-01
  1   33 6.48860e-01
  1   35 6.34544e-01
  1   37 6.10679e-01
  1   39 5.30322e-01
  1   41 5.38730e-01
  1   43 5.76015e-01
  1   45 6.40995e-01
  1   47 6.42236e-01
  1   49 6.83786e-01
  1   51 6.82423e-01
  1   53 6.89488e-01
  1   55 5.57036e-01
  1   57 6.27654e-01
  1   59 4.64649e-01
  1   61 4.46337e-01
  1   63 4.35107e-01
  1   65 4.58839e-01
  1   67 5.54387e-01
  1   69 5.21987e-01
  1   71 4.01496e-01
  1   73 5.26371e-01
  1   75 4.00609e-01
  1   77 4.53940e-01
  1   79 4.25084e-01
  1   81 3.17120e-01
  1   83 3.56299e-01
  1   85 3.98960e-01
  1   87 3.64464e-01
  1   89 3.37612e-01
  2    0 3.80457e+00
  2    2 1.51822e+02
  2    4 1.19817e+01
  2    6 3.58368e+00
  2    8 1.98123e+00
  2   10 1.60714e+00
  2   12 1.48766e+00
  2   14 1.25944e+00
  2   16 1.07592e+00
  2   18 1.04378e+00
  2   20 8.31121e-01
  2   22 8.02148e-01
  2   24 7.04974e-01
  2   26 7.75289e-01
  2   28 6.69542e-01
  2   30 7.12117e-01
  2   32 6.82550e-01
  2   34 6.40686e-01
  2   36 6.46154e-01
  2   38 6.22565e-01
  2   40 5.53108e-01
  2   42 5.55974e-01
  2   44 5.98412e-01
  2   46 5.82168e-01
  2   48 6.01636e-01
  2   50 6.59623e-01
  2   52 7.49454e-01
  2   54 6.56462e-01
  2   56 6.15888e-01
  2   58 4.86994e-01
  2   60 5.10171e-01
  2   62 4.30104e-01
  2   64 4.30903e-01
  2   66 4.52397e-01
  2   68 4.79776e-01
  2   70 3.98186e-01
  2   72 4.05481e-01
  2   74 4.42854e-01
  2   76 3.71422e-01
  2   78 5.01897e-01
  2   80 4.31599e-01
  2   82 3.44250e-01
  2   84 3.55087e-01
  2   86 4.08718e-01
  2   88 3.52990e-01
  2   90 3.36153e-01
  3    1 5.95151e+00
  3    3 1.51451e+02
  3    5 1.10860e+01
  3    7 3.59097e+00
  3    9 1.82489e+00
  3   11 1.46352e+00
  3   13 1.45670e+00
  3   15 1.16120e+00
  3   17 1.04640e+00
  3   19 9.31008e-01
  3   21 8.40679e-01
  3   23 7.81938e-01
  3   25 7.24142e-01
  3   27 7.57813e-01
  3   29 6.98991e-01
  3   31 7.56210e-01
  3   33 6.35265e-01
  3   35 6.11280e-01
  3   37 6.20901e-01
  3   39 5.71078e-01
  3   41 5.61994e-01
  3   43 6.17303e-01
  3   45 6.55606e-01
  3   47 6.06379e-01
  3   49 6.81218e-01
  3   51 6.78158e-01
  3   53 6.72138e-01
  3   55 5.74065e-01
  3   57 5.91178e-01
  3   59 5.17428e-01
  3   61 4.69250e-01
  3   63 4.35356e-01
  3   65 4.37776e-01
  3   67 4.87465e-01
  3   69 4.73596e-01
