# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=15240.000000 (1/cm) = 1.88951916827 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.79639e+02
  0    2 2.51677e+01
  0    4 8.85087e+00
  0    6 3.27400e+00
  0    8 2.16109e+00
  0   10 1.61230e+00
  0   12 1.10242e+00
  0   14 1.30540e+00
  0   16 1.14078e+00
  0   18 9.59587e-01
  0   20 9.89998e-01
  0   22 1.11198e+00
  0   24 8.00852e-01
  0   26 7.27181e-01
  0   28 7.03362e-01
  0   30 6.70720e-01
  0   32 6.39782e-01
  0   34 6.18642e-01
  0   36 5.70318e-01
  0   38 5.21531e-01
  0   40 5.99888e-01
  0   42 6.05830e-01
  0   44 6.02684e-01
  0   46 5.98543e-01
  0   48 5.19477e-01
  0   50 5.61921e-01
  0   52 6.81649e-01
  0   54 5.94107e-01
  0   56 6.61357e-01
  0   58 6.88846e-01
  0   60 6.61506e-01
  0   62 6.37032e-01
  0   64 7.41416e-01
  0   66 4.95333e-01
  0   68 4.10531e-01
  0   70 5.26935e-01
  0   72 3.89773e-01
  0   74 6.40342e-01
  0   76 4.07145e-01
  0   78 6.03378e-01
  0   80 2.96537e-01
  0   82 5.97561e-01
  0   84 3.95750e-01
  0   86 5.50490e-01
  0   88 2.71221e-01
  0   90 4.78289e-01
  1    1 1.89742e+02
  1    3 1.90171e+01
  1    5 6.41833e+00
  1    7 2.79489e+00
  1    9 1.94576e+00
  1   11 1.38346e+00
  1   13 1.20002e+00
  1   15 1.23891e+00
  1   17 1.04865e+00
  1   19 9.90280e-01
  1   21 1.01878e+00
  1   23 9.49390e-01
  1   25 7.81786e-01
  1   27 7.41058e-01
  1   29 7.03788e-01
  1   31 6.48134e-01
  1   33 6.19802e-01
  1   35 6.05603e-01
  1   37 6.18157e-01
  1   39 5.59545e-01
  1   41 5.85280e-01
  1   43 6.29399e-01
  1   45 6.10048e-01
  1   47 6.12095e-01
  1   49 5.29532e-01
  1   51 6.23505e-01
  1   53 5.87838e-01
  1   55 6.23804e-01
  1   57 6.28953e-01
  1   59 6.81444e-01
  1   61 6.32470e-01
  1   63 6.79827e-01
  1   65 6.88209e-01
  1   67 4.32233e-01
  1   69 5.79961e-01
  1   71 3.88263e-01
  1   73 6.40634e-01
  1   75 3.51715e-01
  1   77 6.05866e-01
  1   79 3.31251e-01
  1   81 5.73647e-01
  1   83 4.22869e-01
  1   85 6.00465e-01
  1   87 2.64311e-01
  1   89 5.39074e-01
  2    0 5.03431e+00
  2    2 1.89318e+02
  2    4 1.62388e+01
  2    6 5.56615e+00
