# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=20240.000000 (1/cm) = 2.50944015524 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.58387e+02
  0    2 2.32329e+01
  0    4 7.46873e+00
  0    6 2.61212e+00
  0    8 1.89923e+00
  0   10 1.67964e+00
  0   12 1.10872e+00
  0   14 1.26116e+00
  0   16 1.25637e+00
  0   18 9.20647e-01
  0   20 1.06913e+00
  0   22 9.38529e-01
  0   24 7.55648e-01
  0   26 7.19591e-01
  0   28 7.89451e-01
  0   30 6.34364e-01
  0   32 5.85473e-01
  0   34 5.50439e-01
  0   36 5.92030e-01
  0   38 6.48539e-01
  0   40 6.06020e-01
  0   42 6.43453e-01
  0   44 5.25385e-01
  0   46 5.49339e-01
  0   48 5.91333e-01
  0   50 6.29292e-01
  0   52 6.50337e-01
  0   54 5.62307e-01
  0   56 7.64643e-01
  0   58 7.36029e-01
  0   60 5.12914e-01
  0   62 5.54508e-01
  0   64 4.95285e-01
  0   66 5.46114e-01
  0   68 3.96591e-01
  0   70 3.41906e-01
  0   72 4.69898e-01
  0   74 3.54304e-01
  0   76 5.27052e-01
  0   78 4.88513e-01
  0   80 3.72544e-01
  0   82 5.25406e-01
  0   84 3.86598e-01
  0   86 6.18197e-01
  0   88 2.52624e-01
  0   90 5.15483e-01
  1    1 1.67668e+02
  1    3 1.71896e+01
  1    5 5.34642e+00
  1    7 2.34329e+00
  1    9 1.81149e+00
  1   11 1.47982e+00
  1   13 1.16817e+00
  1   15 1.21924e+00
  1   17 1.10973e+00
  1   19 9.24823e-01
  1   21 9.04406e-01
  1   23 8.17970e-01
  1   25 6.93309e-01
  1   27 7.56962e-01
  1   29 7.07908e-01
  1   31 6.55657e-01
  1   33 6.60340e-01
  1   35 6.12435e-01
  1   37 5.80527e-01
  1   39 6.37963e-01
  1   41 6.34775e-01
  1   43 5.81863e-01
  1   45 5.29278e-01
  1   47 6.56341e-01
  1   49 6.40149e-01
  1   51 5.96541e-01
  1   53 6.12337e-01
  1   55 6.73537e-01
  1   57 7.85196e-01
  1   59 5.82144e-01
