# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=36240.000000 (1/cm) = 4.49318731353 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.45467e+02
  0    2 1.73975e+01
  0    4 5.18549e+00
  0    6 2.23083e+00
  0    8 1.55226e+00
  0   10 1.85149e+00
  0   12 1.25211e+00
  0   14 1.01313e+00
  0   16 1.10766e+00
  0   18 9.44952e-01
  0   20 7.63308e-01
  0   22 7.76433e-01
  0   24 7.75156e-01
  0   26 6.88039e-01
  0   28 7.23374e-01
  0   30 5.56519e-01
  0   32 7.63255e-01
  0   34 6.52802e-01
  0   36 7.07538e-01
  0   38 4.80125e-01
  0   40 6.50754e-01
  0   42 5.72498e-01
  0   44 5.26183e-01
  0   46 6.71481e-01
  0   48 7.37486e-01
  0   50 7.47189e-01
  0   52 6.40635e-01
  0   54 5.23245e-01
  0   56 5.86429e-01
  0   58 4.69333e-01
  0   60 4.59552e-01
  0   62 4.56024e-01
  0   64 3.58804e-01
  0   66 4.82910e-01
  0   68 4.87159e-01
  0   70 5.12453e-01
  0   72 5.18411e-01
  0   74 4.68069e-01
  0   76 3.78858e-01
  0   78 3.77246e-01
  0   80 3.42414e-01
  0   82 3.54913e-01
  0   84 3.57701e-01
  0   86 3.14384e-01
  0   88 3.10817e-01
  0   90 3.08814e-01
  1    1 1.52408e+02
  1    3 1.27200e+01
  1    5 3.93618e+00
  1    7 1.90458e+00
  1    9 1.68745e+00
  1   11 1.60707e+00
  1   13 1.14856e+00
  1   15 1.13101e+00
  1   17 1.08771e+00
  1   19 8.45665e-01
  1   21 7.65186e-01
  1   23 7.83952e-01
  1   25 7.82987e-01
  1   27 7.34067e-01
  1   29 6.96962e-01
  1   31 6.66098e-01
  1   33 6.44382e-01
  1   35 6.16268e-01
  1   37 5.80510e-01
  1   39 5.70095e-01
  1   41 5.92671e-01
  1   43 5.86277e-01
  1   45 6.35526e-01
  1   47 6.93388e-01
  1   49 7.41693e-01
  1   51 6.62012e-01
  1   53 5.40484e-01
  1   55 5.14514e-01
  1   57 5.57951e-01
  1   59 4.87608e-01
  1   61 4.61382e-01
  1   63 4.19497e-01
  1   65 4.50396e-01
  1   67 4.81397e-01
  1   69 5.09003e-01
  1   71 4.56506e-01
  1   73 5.85490e-01
  1   75 4.78428e-01
  1   77 4.01498e-01
  1   79 3.09329e-01
  1   81 2.86083e-01
  1   83 3.53810e-01
  1   85 3.12489e-01
  1   87 3.07508e-01
  1   89 3.08408e-01
  2    0 3.47972e+00
  2    2 1.51846e+02
  2    4 1.10363e+01
  2    6 3.37670e+00
  2    8 1.97576e+00
  2   10 1.59035e+00
  2   12 1.42124e+00
  2   14 1.22560e+00
  2   16 1.04451e+00
  2   18 1.03748e+00
  2   20 8.05594e-01
  2   22 8.27338e-01
  2   24 7.05368e-01
  2   26 7.84755e-01
  2   28 6.42624e-01
  2   30 7.34036e-01
  2   32 7.04092e-01
  2   34 6.28911e-01
  2   36 6.40723e-01
  2   38 5.75829e-01
  2   40 6.32261e-01
  2   42 5.60102e-01
  2   44 6.08746e-01
  2   46 6.16425e-01
  2   48 6.66600e-01
  2   50 7.07013e-01
  2   52 6.72784e-01
  2   54 6.34216e-01
  2   56 5.03552e-01
  2   58 4.78854e-01
  2   60 4.77093e-01
  2   62 4.40800e-01
  2   64 3.93958e-01
  2   66 4.07813e-01
  2   68 4.34347e-01
  2   70 4.68932e-01
  2   72 4.96592e-01
  2   74 4.83460e-01
  2   76 3.88688e-01
  2   78 4.13077e-01
  2   80 3.27187e-01
  2   82 2.87341e-01
  2   84 3.10588e-01
  2   86 3.62596e-01
  2   88 3.64322e-01
  2   90 2.64782e-01
  3    1 5.45202e+00
  3    3 1.51438e+02
  3    5 1.02274e+01
  3    7 3.33510e+00
  3    9 1.84482e+00
  3   11 1.42099e+00
  3   13 1.42344e+00
  3   15 1.16518e+00
  3   17 9.96604e-01
  3   19 9.29722e-01
  3   21 8.40968e-01
  3   23 7.90005e-01
  3   25 6.94701e-01
  3   27 7.72463e-01
  3   29 7.03474e-01
  3   31 6.93714e-01
  3   33 6.65543e-01
  3   35 5.88891e-01
  3   37 6.36940e-01
  3   39 5.91577e-01
  3   41 6.07415e-01
  3   43 6.20952e-01
  3   45 6.78688e-01
  3   47 6.92393e-01
  3   49 6.50522e-01
  3   51 7.03051e-01
  3   53 6.15993e-01
  3   55 5.25880e-01
  3   57 5.25856e-01
  3   59 5.26932e-01
  3   61 4.36220e-01
  3   63 4.41257e-01
  3   65 4.39816e-01
  3   67 4.43119e-01
  3   69 5.06931e-01
  3   71 4.96825e-01
  3   73 5.06710e-01
  3   75 4.03397e-01
  3   77 4.45544e-01
  3   79 3.33988e-01
  3   81 2.85973e-01
  3   83 3.38947e-01
  3   85 3.33960e-01
  3   87 3.57720e-01
  3   89 2.76081e-01
  4    0 5.76290e-01
  4    2 6.13222e+00
  4    4 1.51294e+02
  4    6 9.88157e+00
  4    8 3.14036e+00
  4   10 1.74112e+00
  4   12 1.46022e+00
  4   14 1.34861e+00
  4   16 1.12910e+00
  4   18 9.61671e-01
  4   20 9.11377e-01
  4   22 8.63747e-01
  4   24 7.25051e-01
  4   26 7.40007e-01
  4   28 7.20502e-01
  4   30 6.89601e-01
  4   32 6.83067e-01
  4   34 6.07063e-01
  4   36 6.80781e-01
  4   38 5.87511e-01
  4   40 6.08062e-01
  4   42 5.55718e-01
  4   44 6.42020e-01
  4   46 6.18324e-01
  4   48 6.68681e-01
  4   50 6.50166e-01
  4   52 6.87774e-01
  4   54 5.91486e-01
  4   56 5.45223e-01
  4   58 5.24667e-01
  4   60 4.76585e-01
  4   62 4.48678e-01
  4   64 3.97188e-01
  4   66 4.39763e-01
  4   68 4.59055e-01
  4   70 5.07945e-01
  4   72 5.04337e-01
  4   74 4.79703e-01
  4   76 3.82879e-01
  4   78 4.19130e-01
  4   80 3.45973e-01
  4   82 2.81859e-01
  4   84 3.14651e-01
  4   86 3.45220e-01
  4   88 3.49398e-01
  4   90 2.80205e-01
  5    1 1.07383e+00
  5    3 6.50962e+00
  5    5 1.51324e+02
  5    7 9.58246e+00
  5    9 3.04542e+00
  5   11 1.74077e+00
  5   13 1.38969e+00
  5   15 1.32111e+00
  5   17 1.05610e+00
  5   19 9.56070e-01
  5   21 9.13459e-01
  5   23 8.23664e-01
  5   25 7.77559e-01
  5   27 7.49640e-01
  5   29 7.36796e-01
  5   31 6.90494e-01
  5   33 6.45581e-01
  5   35 6.26911e-01
  5   37 6.12412e-01
  5   39 6.28018e-01
  5   41 5.79163e-01
  5   43 6.09009e-01
  5   45 6.79475e-01
  5   47 6.80658e-01
  5   49 6.50202e-01
  5   51 6.14000e-01
  5   53 6.13902e-01
  5   55 5.33568e-01
  5   57 5.52181e-01
  5   59 5.06572e-01
  5   61 4.37116e-01
  5   63 4.31561e-01
  5   65 4.58565e-01
  5   67 5.25497e-01
  5   69 5.03470e-01
  5   71 4.68937e-01
  5   73 4.94332e-01
  5   75 3.84257e-01
  5   77 4.40971e-01
  5   79 3.23956e-01
  5   81 3.06424e-01
  5   83 3.67810e-01
  5   85 3.49728e-01
  5   87 3.29815e-01
  5   89 3.42619e-01
  6    0 1.71680e-01
  6    2 1.29923e+00
  6    4 6.84271e+00
  6    6 1.51288e+02
  6    8 9.39817e+00
  6   10 2.99233e+00
  6   12 1.69152e+00
  6   14 1.35393e+00
  6   16 1.26009e+00
  6   18 1.03136e+00
  6   20 9.08868e-01
  6   22 9.23494e-01
  6   24 8.18669e-01
  6   26 7.84021e-01
  6   28 7.25515e-01
  6   30 7.24350e-01
  6   32 6.35964e-01
  6   34 7.13757e-01
  6   36 6.19002e-01
  6   38 6.54312e-01
  6   40 5.98056e-01
  6   42 5.83096e-01
  6   44 6.22290e-01
  6   46 6.64112e-01
  6   48 6.74894e-01
  6   50 5.99293e-01
  6   52 6.42029e-01
  6   54 5.99504e-01
  6   56 5.63301e-01
  6   58 5.01381e-01
  6   60 4.85212e-01
  6   62 4.34093e-01
  6   64 4.01335e-01
  6   66 4.49675e-01
  6   68 5.00292e-01
  6   70 4.88089e-01
  6   72 4.69780e-01
  6   74 4.75062e-01
  6   76 3.89863e-01
  6   78 4.14892e-01
  6   80 3.38031e-01
  6   82 2.90343e-01
  6   84 3.50596e-01
  6   86 3.42495e-01
  6   88 3.49884e-01
  6   90 3.03224e-01
  7    1 3.81137e-01
  7    3 1.55712e+00
  7    5 7.02910e+00
  7    7 1.51251e+02
  7    9 9.24176e+00
  7   11 2.93728e+00
  7   13 1.65456e+00
  7   15 1.29374e+00
  7   17 1.23095e+00
  7   19 1.03847e+00
  7   21 8.91923e-01
  7   23 9.09399e-01
  7   25 8.25140e-01
  7   27 7.42237e-01
  7   29 7.66969e-01
  7   31 6.89138e-01
  7   33 6.73408e-01
  7   35 6.46327e-01
  7   37 6.18723e-01
  7   39 6.43126e-01
  7   41 6.21588e-01
  7   43 6.45079e-01
  7   45 6.61829e-01
  7   47 6.82478e-01
  7   49 6.49966e-01
  7   51 5.87253e-01
  7   53 6.38061e-01
  7   55 5.54114e-01
  7   57 5.65764e-01
  7   59 4.97631e-01
  7   61 4.74721e-01
  7   63 4.45668e-01
  7   65 4.53179e-01
  7   67 5.30921e-01
  7   69 4.89432e-01
  7   71 4.71382e-01
  7   73 4.60618e-01
  7   75 3.65110e-01
  7   77 4.33793e-01
  7   79 3.26898e-01
  7   81 3.10841e-01
  7   83 3.75250e-01
  7   85 3.90698e-01
  7   87 3.40846e-01
  7   89 3.23547e-01
  8    0 9.13803e-02
  8    2 5.81518e-01
  8    4 1.66348e+00
  8    6 7.18916e+00
  8    8 1.51344e+02
  8   10 9.12195e+00
  8   12 2.89096e+00
  8   14 1.60257e+00
  8   16 1.28881e+00
  8   18 1.22541e+00
  8   20 9.86976e-01
  8   22 8.89422e-01
  8   24 8.93904e-01
  8   26 8.00100e-01
  8   28 7.53147e-01
  8   30 7.16886e-01
  8   32 7.11637e-01
  8   34 6.76980e-01
  8   36 6.36574e-01
  8   38 6.42432e-01
  8   40 6.55398e-01
  8   42 6.38111e-01
  8   44 6.11112e-01
  8   46 6.19023e-01
  8   48 6.68630e-01
  8   50 6.03484e-01
  8   52 6.07279e-01
  8   54 5.91369e-01
  8   56 5.57365e-01
  8   58 5.35148e-01
  8   60 5.21790e-01
  8   62 4.61532e-01
  8   64 4.04578e-01
  8   66 4.65129e-01
  8   68 4.78480e-01
  8   70 5.10579e-01
  8   72 4.57222e-01
  8   74 4.70265e-01
  8   76 3.79459e-01
  8   78 4.13454e-01
  8   80 3.43108e-01
  8   82 2.88438e-01
  8   84 3.42950e-01
  8   86 3.81868e-01
  8   88 3.43595e-01
  8   90 3.18365e-01
  9    1 2.66693e-01
  9    3 6.80243e-01
  9    5 1.76428e+00
  9    7 7.29880e+00
  9    9 1.31006e+02
  9   11 8.57731e+00
  9   13 2.61962e+00
  9   15 1.43306e+00
  9   17 1.14544e+00
  9   19 1.09096e+00
  9   21 8.80698e-01
  9   23 8.07688e-01
  9   25 7.84219e-01
  9   27 7.06155e-01
  9   29 6.57842e-01
  9   31 6.49322e-01
  9   33 6.35025e-01
  9   35 6.14225e-01
  9   37 5.89752e-01
  9   39 6.01814e-01
  9   41 6.06109e-01
  9   43 5.96082e-01
  9   45 5.64990e-01
  9   47 5.86966e-01
  9   49 5.69974e-01
  9   51 5.52972e-01
  9   53 5.41834e-01
  9   55 5.06697e-01
  9   57 5.18785e-01
  9   59 4.99104e-01
  9   61 4.66444e-01
  9   63 4.25494e-01
  9   65 4.25424e-01
  9   67 4.69065e-01
  9   69 4.63599e-01
  9   71 4.52144e-01
  9   73 3.85513e-01
  9   75 3.18917e-01
  9   77 3.86698e-01
  9   79 3.10401e-01
  9   81 2.75201e-01
  9   83 3.18724e-01
  9   85 3.66937e-01
  9   87 3.04726e-01
  9   89 3.07479e-01
 10    0 8.82707e-02
 10    2 3.79079e-01
 10    4 7.46918e-01
 10    6 1.85375e+00
 10    8 7.38746e+00
 10   10 1.15698e+02
 10   12 8.11850e+00
 10   14 2.41970e+00
 10   16 1.26264e+00
 10   18 1.04661e+00
 10   20 9.65151e-01
 10   22 7.82780e-01
 10   24 7.24642e-01
 10   26 7.02210e-01
 10   28 6.14862e-01
 10   30 5.97195e-01
 10   32 5.45923e-01
 10   34 5.45334e-01
 10   36 5.28158e-01
 10   38 5.40599e-01
 10   40 5.60837e-01
 10   42 5.46841e-01
 10   44 5.30382e-01
 10   46 5.08323e-01
 10   48 4.97170e-01
 10   50 4.98418e-01
 10   52 4.70973e-01
 10   54 4.71284e-01
 10   56 4.47323e-01
 10   58 4.85598e-01
 10   60 4.55118e-01
 10   62 4.15366e-01
 10   64 3.69740e-01
 10   66 3.85262e-01
 10   68 3.95597e-01
 10   70 4.18463e-01
 10   72 3.32735e-01
 10   74 3.82663e-01
 10   76 2.70498e-01
 10   78 3.14165e-01
 10   80 2.62604e-01
 10   82 2.34822e-01
 10   84 2.71566e-01
 10   86 2.76005e-01
 10   88 2.69335e-01
 10   90 2.61033e-01
 11    1 2.09912e-01
 11    3 4.33034e-01
 11    5 8.33458e-01
 11    7 1.91718e+00
 11    9 7.08881e+00
 11   11 1.03752e+02
 11   13 7.60900e+00
 11   15 2.26794e+00
 11   17 1.17309e+00
 11   19 9.64681e-01
 11   21 9.11772e-01
 11   23 7.21897e-01
 11   25 6.35625e-01
 11   27 6.12851e-01
 11   29 5.70291e-01
 11   31 5.24121e-01
 11   33 5.16892e-01
 11   35 5.24483e-01
 11   37 5.42784e-01
 11   39 4.90939e-01
 11   41 4.94220e-01
 11   43 4.79309e-01
 11   45 5.01673e-01
 11   47 4.63187e-01
 11   49 4.62515e-01
 11   51 4.37331e-01
 11   53 4.35665e-01
 11   55 4.03244e-01
 11   57 4.25638e-01
 11   59 4.03066e-01
 11   61 3.85906e-01
 11   63 3.60451e-01
 11   65 3.48467e-01
 11   67 3.84038e-01
 11   69 3.28214e-01
 11   71 3.30790e-01
 11   73 2.97017e-01
 11   75 2.59474e-01
 11   77 2.65524e-01
 11   79 2.20525e-01
 11   81 2.22439e-01
 11   83 2.69691e-01
 11   85 2.91041e-01
 11   87 2.49836e-01
 11   89 2.84155e-01
 12    0 5.01686e-02
 12    2 2.84707e-01
 12    4 5.26448e-01
 12    6 8.80674e-01
 12    8 1.96763e+00
 12   10 6.82293e+00
 12   12 9.43178e+01
 12   14 7.17595e+00
 12   16 2.13472e+00
 12   18 1.06551e+00
 12   20 8.74553e-01
 12   22 8.51750e-01
 12   24 6.57722e-01
 12   26 5.83771e-01
 12   28 5.85548e-01
 12   30 5.29333e-01
 12   32 4.59901e-01
 12   34 4.48875e-01
 12   36 4.76080e-01
 12   38 4.61411e-01
 12   40 4.58010e-01
 12   42 4.23926e-01
 12   44 4.64513e-01
 12   46 4.15491e-01
 12   48 3.94291e-01
 12   50 3.79340e-01
 12   52 3.72074e-01
 12   54 3.71291e-01
 12   56 3.36472e-01
 12   58 3.74142e-01
 12   60 3.69314e-01
 12   62 3.61934e-01
 12   64 3.27827e-01
 12   66 3.11103e-01
 12   68 3.04317e-01
 12   70 2.89372e-01
 12   72 2.74833e-01
 12   74 2.81909e-01
 12   76 2.09463e-01
 12   78 2.52763e-01
 12   80 2.27544e-01
 12   82 2.07782e-01
 12   84 2.33566e-01
 12   86 2.43351e-01
 12   88 2.11883e-01
 12   90 2.49923e-01
 13    1 1.27865e-01
 13    3 3.69716e-01
 13    5 5.67096e-01
 13    7 9.20449e-01
 13    9 1.84526e+00
 13   11 6.48524e+00
 13   13 8.65021e+01
 13   15 6.75571e+00
 13   17 2.03036e+00
 13   19 1.00260e+00
 13   21 7.97871e-01
 13   23 7.72173e-01
 13   25 6.04144e-01
 13   27 5.38083e-01
 13   29 5.18803e-01
 13   31 5.00882e-01
 13   33 4.18446e-01
 13   35 4.33985e-01
 13   37 4.61266e-01
 13   39 4.32373e-01
 13   41 4.03582e-01
 13   43 3.69466e-01
 13   45 3.81632e-01
 13   47 3.53895e-01
 13   49 3.52395e-01
 13   51 3.48298e-01
 13   53 3.22110e-01
 13   55 3.33513e-01
 13   57 3.15864e-01
 13   59 3.59771e-01
 13   61 3.39385e-01
 13   63 3.14926e-01
 13   65 2.95122e-01
 13   67 3.00953e-01
 13   69 3.02401e-01
 13   71 2.90082e-01
 13   73 2.66369e-01
 13   75 2.51309e-01
 13   77 2.32629e-01
 13   79 2.10246e-01
