# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=37240.000000 (1/cm) = 4.61717151093 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.45463e+02
  0    2 1.71315e+01
  0    4 5.09302e+00
  0    6 2.23755e+00
  0    8 1.55057e+00
  0   10 1.82915e+00
  0   12 1.24262e+00
  0   14 1.01678e+00
  0   16 1.09172e+00
  0   18 9.47770e-01
  0   20 7.56812e-01
  0   22 7.94531e-01
  0   24 7.73659e-01
  0   26 7.00477e-01
  0   28 7.15090e-01
  0   30 5.63623e-01
  0   32 7.68982e-01
  0   34 6.44418e-01
  0   36 6.89097e-01
  0   38 5.00666e-01
  0   40 6.60499e-01
  0   42 5.64896e-01
  0   44 5.20787e-01
  0   46 6.89391e-01
  0   48 7.44248e-01
  0   50 7.28998e-01
  0   52 6.38141e-01
  0   54 5.21743e-01
  0   56 5.75827e-01
  0   58 4.59094e-01
  0   60 4.58592e-01
  0   62 4.32395e-01
  0   64 3.51170e-01
  0   66 4.94836e-01
  0   68 5.00931e-01
  0   70 5.15486e-01
  0   72 5.72896e-01
  0   74 4.57776e-01
  0   76 3.59491e-01
  0   78 3.59451e-01
  0   80 2.99093e-01
  0   82 3.69411e-01
  0   84 3.29301e-01
  0   86 3.47110e-01
  0   88 2.92072e-01
  0   90 3.02305e-01
  1    1 1.52402e+02
  1    3 1.25118e+01
  1    5 3.88852e+00
  1    7 1.90833e+00
  1    9 1.67235e+00
  1   11 1.60214e+00
  1   13 1.14316e+00
  1   15 1.12928e+00
  1   17 1.08723e+00
  1   19 8.39226e-01
  1   21 7.65041e-01
  1   23 7.94431e-01
  1   25 7.80802e-01
  1   27 7.28411e-01
  1   29 7.02489e-01
  1   31 6.68114e-01
  1   33 6.39279e-01
  1   35 6.11223e-01
  1   37 5.82856e-01
  1   39 5.88204e-01
  1   41 5.93966e-01
  1   43 5.78982e-01
  1   45 6.29360e-01
  1   47 7.24697e-01
  1   49 7.27359e-01
  1   51 6.39961e-01
  1   53 5.38514e-01
  1   55 5.23694e-01
  1   57 5.39638e-01
  1   59 4.88567e-01
  1   61 4.55073e-01
  1   63 4.06468e-01
  1   65 4.51184e-01
  1   67 4.90049e-01
  1   69 5.11851e-01
  1   71 4.69116e-01
  1   73 5.94431e-01
  1   75 4.78887e-01
  1   77 3.75546e-01
  1   79 2.87552e-01
  1   81 2.75853e-01
  1   83 3.64309e-01
  1   85 3.00411e-01
  1   87 3.07574e-01
