# C+CO2(ji) -> C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/06/2020); 
# E=13240.000000 (1/cm) = 1.64155077349 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  0    0 1.89459e+02
  0    2 2.58176e+01
  0    4 9.62126e+00
  0    6 3.75489e+00
  0    8 2.33177e+00
  0   10 1.56867e+00
  0   12 1.21696e+00
  0   14 1.35878e+00
  0   16 1.10961e+00
  0   18 8.85108e-01
  0   20 1.01825e+00
  0   22 1.03673e+00
  0   24 8.64828e-01
  0   26 7.64166e-01
  0   28 7.55647e-01
  0   30 6.71269e-01
  0   32 6.60649e-01
  0   34 6.62774e-01
  0   36 5.87207e-01
  0   38 5.69678e-01
  0   40 5.72578e-01
  0   42 6.28237e-01
  0   44 5.37008e-01
  0   46 6.34570e-01
  0   48 5.61858e-01
  0   50 6.24930e-01
  0   52 5.41872e-01
  0   54 6.04973e-01
  0   56 6.51407e-01
  0   58 7.82860e-01
  0   60 5.65087e-01
  0   62 7.96842e-01
  0   64 4.26606e-01
  0   66 9.00195e-01
  0   68 3.71957e-01
  0   70 6.45075e-01
  0   72 3.88713e-01
  0   74 5.27645e-01
  0   76 4.69789e-01
  0   78 5.55565e-01
  0   80 3.88510e-01
  0   82 5.56907e-01
  0   84 4.15868e-01
  0   86 5.77278e-01
  0   88 2.51746e-01
  0   90 3.75148e-01
  1    1 1.99825e+02
  1    3 1.97442e+01
  1    5 7.09230e+00
  1    7 3.10577e+00
  1    9 2.04155e+00
  1   11 1.40321e+00
  1   13 1.29127e+00
  1   15 1.27146e+00
  1   17 1.02362e+00
  1   19 9.49390e-01
  1   21 1.03903e+00
  1   23 9.65408e-01
  1   25 8.12236e-01
  1   27 7.60421e-01
  1   29 7.12173e-01
  1   31 6.42824e-01
  1   33 6.29984e-01
  1   35 6.08675e-01
  1   37 5.78989e-01
  1   39 5.63046e-01
  1   41 5.61308e-01
  1   43 5.53754e-01
  1   45 6.31914e-01
  1   47 6.42961e-01
  1   49 5.87605e-01
  1   51 5.58504e-01
  1   53 6.01725e-01
  1   55 5.97426e-01
  1   57 7.43080e-01
  1   59 6.08902e-01
  1   61 7.77581e-01
  1   63 4.80746e-01
  1   65 9.12706e-01
  1   67 4.65786e-01
  1   69 6.78174e-01
  1   71 3.86053e-01
  1   73 5.20334e-01
  1   75 5.24133e-01
  1   77 5.39057e-01
  1   79 4.40611e-01
  1   81 5.36621e-01
  1   83 4.32158e-01
  1   85 5.91223e-01
  1   87 2.67962e-01
  1   89 4.38613e-01
  2    0 5.16443e+00
  2    2 1.99567e+02
  2    4 1.69170e+01
  2    6 6.08930e+00
  2    8 2.75546e+00
  2   10 1.80252e+00
  2   12 1.43272e+00
  2   14 1.26325e+00
  2   16 1.13173e+00
