# C(3P)-CO2, ground-state PES; scattering cross sections (mgacesa, Aug 26 2020)
# E(eV)                 E(1/cm) total CS                elastic CS (both in 1E-16 cm^2)
0.029756207374384044	240	535.7772561087615	401.32890492832297
0.15374040476765088	1240	398.3950554269313	284.4048498497731
0.27772460216091777	2240	358.619365179965	257.2781540909241
0.4017087995541846	3240	336.67231377455715	242.27770942059928
0.5256929969474514	4240	323.3714309489152	234.76481426708455
0.6496771943407182	5240	296.94782314725995	212.6156041529403
0.7736613917339852	6240	282.301196608964	201.44116878094943
0.897645589127252	7240	277.6726555658651	198.71551544506553
1.0216297865205188	8240	276.7306504035158	199.60057761146209
1.1456139839137858	9240	275.8583504450862	199.65224131647966
1.2695981813070525	10240	273.74247436646937	199.91212035042963
1.3935823787003194	11240	270.12520016760203	198.04914345864373
1.5175665760935861	12240	265.4963855970243	194.63306850873857
1.641550773486853	13240	259.8032262628023	190.1491881998997
1.76553497088012	14240	253.7625482527058	180.65858724901523
1.8895191682733867	15240	247.56983995320874	180.44647943369014
2.0135033656666534	16240	241.56276341637468	175.49929251718916
2.1374875630599206	17240	235.97423601132448	170.93873927331927
2.2614717604531873	18240	230.53540398916107	166.29760072388808
2.385455957846454	19240	225.80255318368785	162.65502922007784
2.509440155239721	20240	221.49544222757982	159.15655830243136
2.633424352632988	21240	217.66531854906162	155.50891654634196
2.7574085500262546	22240	214.54886473239785	153.7605047005527
2.881392747419522	23240	211.4682958614359	148.67322404010855
3.0053769448127885	24240	209.35275588197632	150.20065821796888
3.129361142206055	25240	207.0150680646396	148.58276557378676
3.253345339599322	26240	205.28053574957534	147.55615009214972
3.377329536992589	27240	203.85383553126653	146.7474112565128
3.501313734385856	28240	202.68136980643746	146.14434109365575
3.6252979317791225	29240	201.58710226988956	145.7504110302146
3.7492821291723897	30240	200.8517924748049	145.4122144788011
3.8732663265656564	31240	200.14773030036966	147.06080922820195
3.997250523958923	32240	199.30151153101573	146.85399279152315
4.12123472135219	33240	198.70646629823503	150.3269226886858
4.245218918745457	34240	198.42495081183495	146.01062655569896
4.369203116138724	35240	198.3368061410336	145.48563300046325
4.49318731353199	36240	198.10638203739353	146.24976824040507
4.617171510925258	37240	197.6538657593536	146.19089573478132
4.741155708318525	38240	197.1363418276222	147.38551454305602
4.865139905711791	39240	196.75074205586048	146.30870822767534
4.989124103105058	40240	196.573005557454	146.0168722327327 
