# 13C+CO2(ji) -> 13C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/08/2023); 
# E=12240.000000 (1/cm) = 1.5175665760935861 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  1    1 1.96357e+02
  1    3 2.62091e+01
  1    5 1.03819e+01
  1    7 4.30440e+00
  1    9 2.46401e+00
  1   11 1.58845e+00
  1   13 1.34028e+00
  1   15 1.38124e+00
  1   17 1.06243e+00
  1   19 8.88053e-01
  1   21 1.07751e+00
  1   23 9.10739e-01
  1   25 7.96607e-01
  1   27 8.15393e-01
  1   29 7.63678e-01
  1   31 7.38274e-01
  1   33 6.48122e-01
  1   35 6.51941e-01
  1   37 5.78350e-01
  1   39 5.71419e-01
  1   41 6.38343e-01
  1   43 5.53260e-01
  1   45 5.56688e-01
  1   47 5.48980e-01
  1   49 5.48308e-01
  1   51 6.36210e-01
  1   53 6.17480e-01
  1   55 5.64298e-01
  1   57 6.01894e-01
  1   59 6.59571e-01
  1   61 6.98050e-01
  1   63 7.85177e-01
  1   65 7.65674e-01
  1   67 5.95329e-01
  1   69 7.40198e-01
  1   71 5.84893e-01
  1   73 5.96187e-01
  1   75 3.75302e-01
  1   77 4.82498e-01
  1   79 3.68986e-01
  1   81 4.73791e-01
  1   83 5.27013e-01
  1   85 5.91514e-01
  1   87 6.12611e-01
  1   89 2.29758e-01
  1   91 3.91200e-01
  2    2 2.06830e+02
  2    4 2.03200e+01
  2    6 7.76450e+00
  2    8 3.47864e+00
  2   10 2.05652e+00
  2   12 1.45471e+00
  2   14 1.36445e+00
  2   16 1.24300e+00
  2   18 9.95221e-01
  2   20 9.54190e-01
  2   22 1.00115e+00
  2   24 8.94211e-01
  2   26 8.13326e-01
  2   28 7.89718e-01
  2   30 7.42310e-01
  2   32 6.90096e-01
  2   34 6.62580e-01
  2   36 6.10809e-01
  2   38 5.96108e-01
  2   40 5.79114e-01
  2   42 5.61216e-01
  2   44 5.61651e-01
  2   46 5.71614e-01
  2   48 5.48606e-01
  2   50 5.85158e-01
  2   52 6.38769e-01
  2   54 5.58387e-01
  2   56 6.44775e-01
  2   58 5.98387e-01
  2   60 7.68109e-01
  2   62 6.89209e-01
  2   64 8.28363e-01
  2   66 5.86072e-01
  2   68 7.80375e-01
