# 13C+CO2(ji) -> 13C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/08/2023); 
# E=10240.000000 (1/cm) = 1.2695981813070525 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  1    1 1.99863e+02
  1    3 2.64895e+01
  1    5 1.13178e+01
  1    7 5.14655e+00
  1    9 2.71812e+00
  1   11 1.64734e+00
  1   13 1.48021e+00
  1   15 1.41072e+00
  1   17 1.03077e+00
  1   19 9.82468e-01
  1   21 1.07290e+00
  1   23 9.05981e-01
  1   25 8.15552e-01
  1   27 8.73887e-01
  1   29 8.01717e-01
  1   31 7.17055e-01
  1   33 7.03616e-01
  1   35 7.13381e-01
  1   37 6.29484e-01
  1   39 5.92123e-01
  1   41 5.93745e-01
  1   43 5.86923e-01
  1   45 5.85487e-01
  1   47 5.61890e-01
  1   49 6.36434e-01
  1   51 5.08608e-01
  1   53 6.54000e-01
  1   55 5.27790e-01
  1   57 7.90114e-01
  1   59 4.49552e-01
  1   61 8.62987e-01
  1   63 4.28069e-01
  1   65 9.11083e-01
  1   67 4.43956e-01
  1   69 7.70686e-01
  1   71 4.82256e-01
  1   73 7.23993e-01
  1   75 3.83443e-01
  1   77 5.55082e-01
  1   79 3.85778e-01
  1   81 5.20275e-01
  1   83 4.72512e-01
  1   85 5.89310e-01
  1   87 6.50156e-01
  1   89 2.51772e-01
  1   91 3.64651e-01
  2    2 2.10489e+02
  2    4 2.09300e+01
  2    6 8.65945e+00
  2    8 4.03699e+00
  2   10 2.21151e+00
  2   12 1.57979e+00
  2   14 1.45801e+00
  2   16 1.22956e+00
  2   18 1.00888e+00
  2   20 1.02506e+00
  2   22 9.95952e-01
  2   24 8.60345e-01
  2   26 8.33934e-01
  2   28 8.41282e-01
  2   30 7.73154e-01
  2   32 7.19904e-01
  2   34 6.95467e-01
  2   36 6.56724e-01
  2   38 6.13074e-01
  2   40 6.07957e-01
  2   42 5.94924e-01
  2   44 5.95322e-01
  2   46 5.81780e-01
  2   48 6.24707e-01
  2   50 5.38465e-01
  2   52 6.46652e-01
  2   54 5.47446e-01
  2   56 7.57651e-01
  2   58 5.00674e-01
  2   60 8.22953e-01
  2   62 4.61994e-01
  2   64 8.56617e-01
  2   66 5.04910e-01
  2   68 7.80254e-01
  2   70 4.89526e-01
  2   72 7.49825e-01
  2   74 4.52910e-01
  2   76 5.97320e-01
  2   78 4.02814e-01
  2   80 5.44702e-01
  2   82 4.91432e-01
  2   84 5.63936e-01
  2   86 6.30345e-01
  2   88 2.81541e-01
  2   90 3.73077e-01
  3    1 5.29910e+00
  3    3 2.10689e+02
  3    5 1.81629e+01
  3    7 7.33275e+00
  3    9 3.45349e+00
  3   11 2.05356e+00
  3   13 1.53736e+00
  3   15 1.31351e+00
  3   17 1.17483e+00
  3   19 1.03735e+00
  3   21 9.77506e-01
  3   23 9.42283e-01
  3   25 8.77499e-01
  3   27 8.25387e-01
  3   29 8.00600e-01
  3   31 7.48230e-01
  3   33 7.12499e-01
  3   35 6.78018e-01
  3   37 6.51096e-01
  3   39 6.10403e-01
  3   41 5.94098e-01
  3   43 5.82967e-01
  3   45 5.88789e-01
  3   47 5.85232e-01
  3   49 6.02035e-01
  3   51 5.47537e-01
  3   53 6.43930e-01
  3   55 5.34422e-01
  3   57 7.44460e-01
  3   59 5.10135e-01
  3   61 8.04692e-01
  3   63 4.80259e-01
  3   65 8.45176e-01
  3   67 4.89812e-01
  3   69 7.78294e-01
  3   71 5.01164e-01
  3   73 6.95521e-01
  3   75 4.13967e-01
  3   77 5.72271e-01
  3   79 3.86192e-01
  3   81 5.49138e-01
  3   83 5.05805e-01
  3   85 5.52049e-01
  3   87 6.09151e-01
  3   89 2.50733e-01
  3   91 3.61197e-01
  4    2 8.97340e+00
  4    4 2.10244e+02
  4    6 1.66870e+01
  4    8 6.57686e+00
  4   10 3.19311e+00
  4   12 1.98040e+00
  4   14 1.43232e+00
  4   16 1.26474e+00
  4   18 1.17500e+00
  4   20 9.98282e-01
  4   22 9.40500e-01
  4   24 9.37356e-01
  4   26 8.59536e-01
  4   28 7.98893e-01
  4   30 7.92124e-01
  4   32 7.43074e-01
  4   34 6.91018e-01
  4   36 6.63409e-01
  4   38 6.30992e-01
  4   40 6.08793e-01
  4   42 6.02822e-01
  4   44 6.03231e-01
  4   46 5.82339e-01
  4   48 5.98842e-01
  4   50 5.73449e-01
  4   52 6.33130e-01
  4   54 5.70209e-01
  4   56 7.00294e-01
  4   58 5.59864e-01
  4   60 7.47239e-01
  4   62 5.37764e-01
  4   64 7.85878e-01
  4   66 5.49040e-01
  4   68 7.91051e-01
  4   70 5.07130e-01
  4   72 7.18129e-01
  4   74 4.36933e-01
  4   76 6.44247e-01
  4   78 4.20746e-01
  4   80 5.51717e-01
  4   82 5.10555e-01
  4   84 5.52500e-01
  4   86 6.02822e-01
  4   88 2.62354e-01
  4   90 3.82146e-01
  5    1 1.25849e+00
  5    3 1.00959e+01
  5    5 2.09923e+02
  5    7 1.57958e+01
  5    9 6.20079e+00
  5   11 3.04380e+00
  5   13 1.84812e+00
  5   15 1.37589e+00
  5   17 1.25466e+00
  5   19 1.12702e+00
  5   21 9.66210e-01
  5   23 9.42683e-01
  5   25 9.22845e-01
  5   27 8.35966e-01
  5   29 7.84475e-01
  5   31 7.71325e-01
  5   33 7.22020e-01
  5   35 6.81011e-01
  5   37 6.55404e-01
  5   39 6.23828e-01
  5   41 6.09524e-01
  5   43 5.91970e-01
  5   45 6.05870e-01
  5   47 5.77819e-01
  5   49 5.81985e-01
  5   51 5.83492e-01
  5   53 6.16164e-01
  5   55 6.11464e-01
  5   57 6.49732e-01
  5   59 5.88661e-01
  5   61 7.15511e-01
  5   63 5.65642e-01
  5   65 7.49671e-01
  5   67 5.73599e-01
  5   69 7.38663e-01
  5   71 4.98101e-01
  5   73 6.73727e-01
  5   75 4.30521e-01
  5   77 6.30596e-01
  5   79 4.21976e-01
  5   81 5.40033e-01
  5   83 5.10493e-01
  5   85 5.26596e-01
  5   87 5.72262e-01
  5   89 2.49325e-01
  5   91 3.75713e-01
  6    2 2.36419e+00
  6    4 1.06263e+01
  6    6 2.09747e+02
  6    8 1.52870e+01
  6   10 5.95969e+00
  6   12 2.89244e+00
  6   14 1.79183e+00
  6   16 1.37007e+00
  6   18 1.21466e+00
  6   20 1.09673e+00
  6   22 9.70539e-01
  6   24 9.23766e-01
  6   26 8.92486e-01
  6   28 8.31293e-01
  6   30 7.82693e-01
  6   32 7.52032e-01
  6   34 7.13909e-01
  6   36 6.67533e-01
  6   38 6.50121e-01
  6   40 6.25083e-01
  6   42 6.15619e-01
  6   44 5.93150e-01
  6   46 6.02992e-01
  6   48 5.96931e-01
  6   50 5.97377e-01
  6   52 6.06723e-01
  6   54 6.31346e-01
  6   56 6.24923e-01
  6   58 6.24207e-01
  6   60 6.74417e-01
  6   62 6.15208e-01
  6   64 7.07319e-01
  6   66 6.10538e-01
  6   68 7.38152e-01
  6   70 5.14234e-01
  6   72 6.94518e-01
  6   74 4.34112e-01
  6   76 6.84379e-01
  6   78 4.57897e-01
  6   80 5.54186e-01
  6   82 5.23027e-01
  6   84 5.33616e-01
