# 13C+CO2(ji) -> 13C+CO2(jf) molscat cross sections, CS8_JMAX90 approx. (written on 08/08/2023); 
# E=3240.000000 (1/cm) = 0.4017087995541846 eV
# ji  jf sigma(ji,jf) (1e-16 cm^2)
  1    1 2.38768e+02
  1    3 3.27022e+01
  1    5 1.30669e+01
  1    7 8.76050e+00
  1    9 6.61827e+00
  1   11 4.47778e+00
  1   13 2.94225e+00
  1   15 2.12690e+00
  1   17 1.85321e+00
  1   19 1.59256e+00
  1   21 1.37246e+00
  1   23 1.40702e+00
  1   25 1.37387e+00
  1   27 1.14792e+00
  1   29 1.09161e+00
  1   31 1.14875e+00
  1   33 1.07539e+00
  1   35 9.35763e-01
  1   37 8.81964e-01
  1   39 9.28202e-01
  1   41 8.70455e-01
  1   43 7.87758e-01
  1   45 7.34749e-01
  1   47 7.11769e-01
  1   49 6.45637e-01
  1   51 5.87206e-01
  1   53 5.71304e-01
  1   55 5.75969e-01
  1   57 5.23514e-01
  1   59 4.92751e-01
  1   61 4.73537e-01
  1   63 4.61767e-01
  1   65 4.31702e-01
  1   67 3.87342e-01
  1   69 3.32813e-01
  1   71 3.27584e-01
  1   73 3.34138e-01
  1   75 3.12855e-01
  1   77 2.58997e-01
  1   79 1.81029e-01
  1   81 1.12753e-01
  1   83 4.34141e-02
  1   85 1.82766e-02
  1   87 6.92500e-03
  1   89 9.44424e-04
  1   91 2.72798e-06
  2    2 2.51788e+02
  2    4 2.54038e+01
  2    6 1.13008e+01
  2    8 7.84533e+00
  2   10 5.64084e+00
  2   12 3.74987e+00
  2   14 2.56426e+00
  2   16 2.00002e+00
  2   18 1.72876e+00
  2   20 1.47496e+00
  2   22 1.37776e+00
  2   24 1.37235e+00
  2   26 1.26219e+00
  2   28 1.13359e+00
  2   30 1.12191e+00
  2   32 1.10384e+00
  2   34 1.00916e+00
  2   36 9.23478e-01
  2   38 9.16330e-01
  2   40 8.95457e-01
  2   42 8.23879e-01
  2   44 7.62378e-01
  2   46 7.30341e-01
  2   48 6.77102e-01
  2   50 6.17822e-01
  2   52 5.81075e-01
  2   54 5.73279e-01
  2   56 5.42803e-01
  2   58 5.09503e-01
  2   60 4.72658e-01
  2   62 4.62728e-01
  2   64 4.48806e-01
  2   66 4.11984e-01
  2   68 3.55914e-01
  2   70 3.26327e-01
  2   72 3.26931e-01
  2   74 3.22236e-01
  2   76 2.97711e-01
  2   78 2.20757e-01
  2   80 1.45021e-01
  2   82 7.23617e-02
  2   84 2.43989e-02
  2   86 1.09850e-02
  2   88 1.75482e-03
  2   90 5.68405e-05
  3    1 6.54516e+00
  3    3 2.52016e+02
  3    5 2.28883e+01
  3    7 1.03364e+01
  3    9 6.97149e+00
  3   11 4.88979e+00
  3   13 3.28982e+00
  3   15 2.35890e+00
  3   17 1.86612e+00
  3   19 1.62324e+00
  3   21 1.48601e+00
  3   23 1.37996e+00
  3   25 1.29604e+00
  3   27 1.22608e+00
  3   29 1.15215e+00
  3   31 1.09878e+00
  3   33 1.04391e+00
  3   35 9.70296e-01
  3   37 9.22232e-01
  3   39 8.91471e-01
  3   41 8.58956e-01
  3   43 8.03563e-01
  3   45 7.52320e-01
  3   47 7.03216e-01
  3   49 6.57720e-01
  3   51 5.98129e-01
  3   53 5.76486e-01
  3   55 5.64307e-01
  3   57 5.30256e-01
  3   59 4.99360e-01
  3   61 4.70942e-01
  3   63 4.58163e-01
  3   65 4.33607e-01
  3   67 3.84349e-01
  3   69 3.42239e-01
  3   71 3.28260e-01
